m,TagName,
"2020-12-01 00:00:00","javascript","18529"
"2020-12-01 00:00:00","assembly","315"
"2020-12-01 00:00:00","c#","6490"
"2020-12-01 00:00:00","c","2784"
"2020-12-01 00:00:00","c++","4834"
"2020-12-01 00:00:00","java","9350"
"2020-12-01 00:00:00","python","25542"
"2020-12-01 00:00:00","go","581"
"2020-12-01 00:00:00","php","5547"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","ruby","559"
"2020-12-01 00:00:00","r","4983"
"2020-12-01 00:00:00","swift","2447"
"2021-01-01 00:00:00","java","9586"
"2021-01-01 00:00:00","javascript","19614"
"2021-01-01 00:00:00","c++","4528"
"2021-01-01 00:00:00","delphi","211"
"2021-01-01 00:00:00","assembly","332"
"2021-01-01 00:00:00","c","2749"
"2021-01-01 00:00:00","python","26462"
"2021-01-01 00:00:00","c#","6955"
"2021-01-01 00:00:00","r","5053"
"2021-01-01 00:00:00","php","5674"
"2021-01-01 00:00:00","ruby","588"
"2021-01-01 00:00:00","go","606"
"2021-01-01 00:00:00","perl","146"
"2021-01-01 00:00:00","swift","2773"
"2021-02-01 00:00:00","delphi","202"
"2021-02-01 00:00:00","javascript","18010"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","java","9193"
"2021-02-01 00:00:00","assembly","256"
"2021-02-01 00:00:00","c#","6604"
"2021-02-01 00:00:00","r","5047"
"2021-02-01 00:00:00","c","2364"
"2021-02-01 00:00:00","python","25047"
"2021-02-01 00:00:00","php","5268"
"2021-02-01 00:00:00","c++","4474"
"2021-02-01 00:00:00","go","628"
"2021-02-01 00:00:00","ruby","604"
"2021-02-01 00:00:00","swift","2728"
"2021-03-01 00:00:00","assembly","341"
"2021-03-01 00:00:00","c++","4744"
"2021-03-01 00:00:00","c","2662"
"2021-03-01 00:00:00","c#","7337"
"2021-03-01 00:00:00","delphi","270"
"2021-03-01 00:00:00","javascript","19862"
"2021-03-01 00:00:00","java","10460"
"2021-03-01 00:00:00","go","827"
"2021-03-01 00:00:00","php","5597"
"2021-03-01 00:00:00","ruby","569"
"2021-03-01 00:00:00","python","28253"
"2021-03-01 00:00:00","swift","2910"
"2021-03-01 00:00:00","perl","154"
"2021-03-01 00:00:00","r","6090"
"2021-04-01 00:00:00","java","9537"
"2021-04-01 00:00:00","c#","6786"
"2021-04-01 00:00:00","perl","143"
"2021-04-01 00:00:00","javascript","18725"
"2021-04-01 00:00:00","assembly","345"
"2021-04-01 00:00:00","c++","4362"
"2021-04-01 00:00:00","c","2467"
"2021-04-01 00:00:00","php","5140"
"2021-04-01 00:00:00","python","26632"
"2021-04-01 00:00:00","swift","2536"
"2021-04-01 00:00:00","r","5622"
"2021-04-01 00:00:00","ruby","607"
"2021-04-01 00:00:00","delphi","186"
"2021-04-01 00:00:00","go","687"
"2021-05-01 00:00:00","c++","4613"
"2021-05-01 00:00:00","delphi","179"
"2021-05-01 00:00:00","java","9734"
"2021-05-01 00:00:00","c","2272"
"2021-05-01 00:00:00","python","26189"
"2021-05-01 00:00:00","c#","6589"
"2021-05-01 00:00:00","assembly","326"
"2021-05-01 00:00:00","go","701"
"2021-05-01 00:00:00","swift","2217"
"2021-05-01 00:00:00","javascript","18523"
"2021-05-01 00:00:00","perl","123"
"2021-05-01 00:00:00","r","5413"
"2021-05-01 00:00:00","ruby","448"
"2021-05-01 00:00:00","php","5114"
"2021-06-01 00:00:00","php","4921"
"2021-06-01 00:00:00","c#","6482"
"2021-06-01 00:00:00","go","652"
"2021-06-01 00:00:00","assembly","286"
"2021-06-01 00:00:00","c++","4211"
"2021-06-01 00:00:00","python","24701"
"2021-06-01 00:00:00","c","2018"
"2021-06-01 00:00:00","delphi","133"
"2021-06-01 00:00:00","javascript","17781"
"2021-06-01 00:00:00","java","9292"
"2021-06-01 00:00:00","ruby","472"
"2021-06-01 00:00:00","perl","159"
"2021-06-01 00:00:00","swift","2130"
"2021-06-01 00:00:00","r","4965"
"2021-07-01 00:00:00","delphi","150"
"2021-07-01 00:00:00","perl","143"
"2021-07-01 00:00:00","php","4919"
"2021-07-01 00:00:00","java","8634"
"2021-07-01 00:00:00","c#","6225"
"2021-07-01 00:00:00","assembly","212"
"2021-07-01 00:00:00","c++","3981"
"2021-07-01 00:00:00","c","1773"
"2021-07-01 00:00:00","go","690"
"2021-07-01 00:00:00","r","4760"
"2021-07-01 00:00:00","ruby","507"
"2021-07-01 00:00:00","javascript","17859"
"2021-07-01 00:00:00","swift","2338"
"2021-07-01 00:00:00","python","24940"
